"","days_list","simulations_id","iso_today","quar_today","inf_today"
"99",98,1,0,0,0
"100",99,1,0,0,0
"101",100,1,0,0,0
"102",101,1,0,0,0
"103",102,1,0,0,0
"104",103,1,0,0,0
"105",104,1,0,0,0
"106",105,1,0,0,0
"107",106,1,0,0,0
"108",107,1,0,0,0
"109",108,1,0,0,0
"110",109,1,0,0,0
"111",110,1,0,0,0
"112",111,1,0,0,0
"113",112,1,0,0,0
"114",113,1,0,0,0
"115",114,1,0,0,0
"116",115,1,0,0,0
"117",116,1,0,0,0
"118",117,1,0,0,0
"119",118,1,0,0,0
"120",119,1,0,0,0
"121",120,1,0,0,0
"122",121,1,0,0,0
"123",122,1,0,0,0
"124",123,1,0,0,0
"125",124,1,0,0,0
"126",125,1,0,0,0
"127",126,1,0,0,0
"128",127,1,0,0,0
"129",128,1,0,0,0
"130",129,1,0,0,0
"131",130,1,0,0,0
"132",131,1,0,0,0
"133",132,1,0,0,0
"134",133,1,0,0,0
"135",134,1,0,0,0
"136",135,1,0,0,0
"137",136,1,0,0,0
"138",137,1,0,0,0
"139",138,1,0,0,0
"140",139,1,0,0,0
"141",140,1,0,0,0
"142",141,1,0,0,0
"143",142,1,0,0,0
"144",143,1,0,0,0
"145",144,1,0,0,0
"146",145,1,0,0,0
"147",146,1,0,0,0
"148",147,1,0,0,0
"149",148,1,0,0,0
"150",149,1,0,0,0
"151",150,1,0,0,0
"152",151,1,0,0,0
"153",152,1,0,0,0
"154",153,1,0,0,0
"155",154,1,0,0,0
"156",155,1,0,0,0
"157",156,1,0,0,0
"158",157,1,0,0,0
"159",158,1,0,0,0
"160",159,1,0,0,0
"161",160,1,0,0,0
"162",161,1,0,0,0
"163",162,1,0,0,0
"164",163,1,0,0,0
"165",164,1,0,0,0
"166",165,1,0,0,0
"167",166,1,0,0,0
"168",167,1,0,0,0
"169",168,1,0,0,0
"170",169,1,0,0,0
"171",170,1,0,0,0
"172",171,1,0,0,0
"173",172,1,0,0,0
"174",173,1,0,0,0
"175",174,1,0,0,0
"176",175,1,0,0,0
"177",176,1,0,0,0
"178",177,1,0,0,0
"179",178,1,0,0,0
"180",179,1,0,0,0
"181",180,1,0,0,0
"182",181,1,0,0,0
"183",182,1,0,0,0
"184",183,1,0,0,0
"185",184,1,0,0,0
"186",185,1,0,0,0
"187",186,1,0,0,0
"188",187,1,0,0,0
"189",188,1,0,0,0
"190",189,1,0,0,0
"191",190,1,0,0,0
"192",191,1,0,0,0
"193",192,1,0,0,0
"194",193,1,0,0,0
"195",194,1,0,0,0
"196",195,1,0,0,0
"197",196,1,0,0,0
"198",197,1,0,0,0
"199",198,1,0,0,0
"200",199,1,0,0,0
"201",200,1,0,0,0
"202",201,1,0,0,0
"203",202,1,0,0,0
"204",203,1,0,0,0
"205",204,1,0,0,0
"206",205,1,0,0,0
"207",206,1,0,0,0
"208",207,1,0,0,0
"209",208,1,0,0,0
"210",209,1,0,0,0
"211",210,1,0,0,0
"212",211,1,0,0,0
"213",212,1,0,0,0
"214",213,1,0,0,0
"215",214,1,0,0,0
"216",215,1,0,0,0
"217",216,1,0,0,0
"218",217,1,0,0,0
"219",218,1,0,0,0
"220",219,1,0,0,0
"221",220,1,0,0,0
"222",221,1,0,0,0
"223",222,1,0,0,0
"224",223,1,0,0,0
"225",224,1,0,0,0
"226",225,1,0,0,0
"227",226,1,0,0,0
"228",227,1,0,0,0
"229",228,1,0,0,0
"230",229,1,0,0,0
"231",230,1,0,0,0
"232",231,1,0,0,0
"233",232,1,0,0,0
"234",233,1,0,0,0
"235",234,1,0,0,0
"236",235,1,0,0,0
"237",236,1,0,0,0
"238",237,1,0,0,0
"239",238,1,0,0,0
"240",239,1,0,0,0
"241",240,1,0,0,0
"242",241,1,0,0,0
"243",242,1,0,0,0
"244",243,1,0,0,0
"245",244,1,0,0,0
"246",245,1,0,0,0
"247",246,1,0,0,0
"248",247,1,0,0,0
"249",248,1,0,0,0
"250",249,1,0,0,0
"251",250,1,0,0,0
"252",251,1,0,0,0
