"","days_list","simulations_id","iso_today","quar_today","inf_today"
"243",242,2,0,0,0
"244",243,2,0,0,0
"245",244,2,0,0,0
"246",245,2,0,0,0
"247",246,2,0,0,0
"248",247,2,0,0,0
"249",248,2,0,0,0
"250",249,2,0,0,0
"251",250,2,0,0,0
"252",251,2,0,0,0
